Month,State,CPI Index,YoY %
2020-12-01,Melaka,118.4,-1.99
2020-12-01,Negeri Sembilan,120.9,-1.87
2020-12-01,Pahang,118.3,-1.33
2020-12-01,Perak,116.4,-1.44
2020-12-01,Perlis,113.6,-2.32
2020-12-01,Pulau Pinang,122.6,-1.13
2020-12-01,Sabah,113.1,-1.99
2020-12-01,Sarawak,115.0,-1.88
2020-12-01,Selangor,124.2,-0.88
2020-12-01,Terengganu,116.5,-1.02
2020-12-01,W.P. Kuala Lumpur,122.8,-0.89
2020-12-01,W.P. Labuan,116.3,-1.86
2020-12-01,W.P. Putrajaya,121.5,0.33
2021-01-01,Johor,125.2,-0.79
2021-01-01,Kedah,119.3,-0.75
2021-01-01,Kelantan,121.4,0.17
2021-01-01,Melaka,120.1,-0.58
2021-01-01,Negeri Sembilan,122.8,-0.49
2021-01-01,Pahang,120.1,0.08
2021-01-01,Perak,118.2,-0.08
2021-01-01,Perlis,115.5,-0.69
2021-01-01,Pulau Pinang,124.2,0.0
2021-01-01,Sabah,113.8,-1.47
2021-01-01,Sarawak,115.9,-1.19
2021-01-01,Selangor,125.7,0.16
2021-01-01,Terengganu,118.2,0.34
2021-01-01,W.P. Kuala Lumpur,124.0,0.08
2021-01-01,W.P. Labuan,116.9,-1.43
2021-01-01,W.P. Putrajaya,122.8,1.07
2021-02-01,Johor,125.7,-0.24
2021-02-01,Kedah,119.8,-0.25
2021-02-01,Kelantan,121.9,0.66
2021-02-01,Melaka,120.3,-0.25
2021-02-01,Negeri Sembilan,123.2,-0.08
2021-02-01,Pahang,120.4,0.17
2021-02-01,Perak,118.6,0.17
2021-02-01,Perlis,115.9,-0.17
2021-02-01,Pulau Pinang,124.6,0.24
2021-02-01,Sabah,114.2,-1.04
2021-02-01,Sarawak,116.6,-0.68
2021-02-01,Selangor,126.0,0.4
2021-02-01,Terengganu,118.8,0.85
2021-02-01,W.P. Kuala Lumpur,124.2,0.24
2021-02-01,W.P. Labuan,117.3,-1.01
2021-02-01,W.P. Putrajaya,124.4,2.39
2021-03-01,Johor,126.2,1.53
2021-03-01,Kedah,120.3,1.52
2021-03-01,Kelantan,122.2,2.26
2021-03-01,Melaka,120.6,1.26
2021-03-01,Negeri Sembilan,123.6,1.81
2021-03-01,Pahang,120.9,1.94
2021-03-01,Perak,118.9,1.71
2021-03-01,Perlis,116.2,1.84
2021-03-01,Pulau Pinang,124.9,1.46
2021-03-01,Sabah,114.7,0.7
2021-03-01,Sarawak,117.1,1.21
2021-03-01,Selangor,126.5,1.85
2021-03-01,Terengganu,119.2,2.85
2021-03-01,W.P. Kuala Lumpur,124.7,1.55
2021-03-01,W.P. Labuan,117.9,0.68
2021-03-01,W.P. Putrajaya,124.6,3.4
2021-04-01,Johor,126.4,4.9
2021-04-01,Kedah,120.5,5.15
2021-04-01,Kelantan,122.5,5.69
2021-04-01,Melaka,120.8,4.41
2021-04-01,Negeri Sembilan,123.6,5.01
2021-04-01,Pahang,121.3,5.57
2021-04-01,Perak,119.0,4.66
2021-04-01,Perlis,116.2,5.35
2021-04-01,Pulau Pinang,124.9,3.91
2021-04-01,Sabah,114.9,3.89
2021-04-01,Sarawak,117.1,4.27
2021-04-01,Selangor,126.6,4.63
2021-04-01,Terengganu,119.6,6.31
2021-04-01,W.P. Kuala Lumpur,124.9,3.82
2021-04-01,W.P. Labuan,118.0,3.69
2021-04-01,W.P. Putrajaya,124.5,5.69
2021-05-01,Johor,126.3,4.55
2021-05-01,Kedah,120.5,4.78
2021-05-01,Kelantan,122.7,5.59
2021-05-01,Melaka,120.8,4.14
2021-05-01,Negeri Sembilan,123.6,4.75
2021-05-01,Pahang,121.1,5.12
2021-05-01,Perak,119.0,4.48
2021-05-01,Perlis,116.3,5.15
2021-05-01,Pulau Pinang,124.9,3.74
2021-05-01,Sabah,114.8,3.7
2021-05-01,Sarawak,117.1,4.09
2021-05-01,Selangor,126.7,4.45
2021-05-01,Terengganu,119.8,6.21
2021-05-01,W.P. Kuala Lumpur,124.9,3.65
2021-05-01,W.P. Labuan,117.9,3.33
2021-05-01,W.P. Putrajaya,124.5,7.05
2021-06-01,Johor,126.5,3.43
2021-06-01,Kedah,120.5,3.52
2021-06-01,Kelantan,122.7,4.07
2021-06-01,Melaka,120.9,3.25
2021-06-01,Negeri Sembilan,123.6,3.52
2021-06-01,Pahang,121.3,3.85
2021-06-01,Perak,119.2,3.56
2021-06-01,Perlis,116.4,3.56
2021-06-01,Pulau Pinang,124.9,2.88
2021-06-01,Sabah,114.8,2.68
2021-06-01,Sarawak,117.1,2.9
2021-06-01,Selangor,126.8,3.51
2021-06-01,Terengganu,119.8,4.45
2021-06-01,W.P. Kuala Lumpur,124.9,2.97
2021-06-01,W.P. Labuan,118.1,2.61
2021-06-01,W.P. Putrajaya,124.5,5.96
2021-07-01,Johor,125.7,2.11
2021-07-01,Kedah,119.7,2.13
2021-07-01,Kelantan,121.8,2.44
2021-07-01,Melaka,120.2,2.04
2021-07-01,Negeri Sembilan,122.8,2.08
2021-07-01,Pahang,120.4,2.47
2021-07-01,Perak,118.4,2.25
2021-07-01,Perlis,115.8,2.48
2021-07-01,Pulau Pinang,124.2,1.8
2021-07-01,Sabah,114.2,1.42
2021-07-01,Sarawak,117.2,2.27
2021-07-01,Selangor,126.2,2.35
2021-07-01,Terengganu,119.0,2.76
2021-07-01,W.P. Kuala Lumpur,124.3,1.97
2021-07-01,W.P. Labuan,117.4,1.47
2021-07-01,W.P. Putrajaya,124.3,3.15
2021-08-01,Johor,125.7,2.03
2021-08-01,Kedah,119.8,2.13
2021-08-01,Kelantan,121.8,2.44
2021-08-01,Melaka,120.2,1.95
2021-08-01,Negeri Sembilan,122.9,1.99
2021-08-01,Pahang,120.3,2.38
2021-08-01,Perak,118.4,2.07
2021-08-01,Perlis,115.8,2.39
2021-08-01,Pulau Pinang,124.2,1.55
2021-08-01,Sabah,114.2,1.42
2021-08-01,Sarawak,117.2,2.45
2021-08-01,Selangor,126.2,2.1
2021-08-01,Terengganu,118.9,2.59
2021-08-01,W.P. Kuala Lumpur,124.4,1.55
2021-08-01,W.P. Labuan,117.4,1.29
2021-08-01,W.P. Putrajaya,124.3,2.9
2021-09-01,Johor,126.0,2.36
2021-09-01,Kedah,119.9,2.22
2021-09-01,Kelantan,122.1,2.78
2021-09-01,Melaka,120.6,2.29
2021-09-01,Negeri Sembilan,123.2,2.24
2021-09-01,Pahang,120.8,2.81
2021-09-01,Perak,118.8,2.5
2021-09-01,Perlis,116.3,3.01
2021-09-01,Pulau Pinang,124.4,1.8
2021-09-01,Sabah,114.2,1.42
2021-09-01,Sarawak,117.3,2.53
2021-09-01,Selangor,126.4,2.18
2021-09-01,Terengganu,119.3,3.11
2021-09-01,W.P. Kuala Lumpur,124.5,1.55
2021-09-01,W.P. Labuan,117.4,1.29
2021-09-01,W.P. Putrajaya,125.1,3.56
2021-10-01,Johor,126.9,3.09
2021-10-01,Kedah,120.9,3.16
2021-10-01,Kelantan,123.1,3.62
2021-10-01,Melaka,121.6,3.14
2021-10-01,Negeri Sembilan,124.3,3.15
2021-10-01,Pahang,121.8,3.66
2021-10-01,Perak,119.8,3.36
2021-10-01,Perlis,117.2,3.81
2021-10-01,Pulau Pinang,125.3,2.45
2021-10-01,Sabah,115.0,2.13
2021-10-01,Sarawak,117.3,2.45
2021-10-01,Selangor,127.6,3.07
2021-10-01,Terengganu,120.2,3.89
2021-10-01,W.P. Kuala Lumpur,125.0,1.96
2021-10-01,W.P. Labuan,118.3,2.16
2021-10-01,W.P. Putrajaya,125.6,3.72
2021-11-01,Johor,127.3,3.5
2021-11-01,Kedah,121.2,3.68
2021-11-01,Kelantan,123.4,4.05
2021-11-01,Melaka,122.0,3.65
2021-11-01,Negeri Sembilan,124.6,3.75
2021-11-01,Pahang,122.0,4.1
2021-11-01,Perak,120.2,3.98
2021-11-01,Perlis,117.6,4.53
2021-11-01,Pulau Pinang,125.8,3.03
2021-11-01,Sabah,115.2,2.4
2021-11-01,Sarawak,117.5,2.71
2021-11-01,Selangor,128.1,3.64
2021-11-01,Terengganu,120.5,4.33
2021-11-01,W.P. Kuala Lumpur,125.4,2.37
2021-11-01,W.P. Labuan,118.6,2.51
2021-11-01,W.P. Putrajaya,125.8,4.23
2021-12-01,Johor,127.7,3.4
2021-12-01,Kedah,121.9,3.66
2021-12-01,Kelantan,124.1,3.76
2021-12-01,Melaka,122.2,3.21
2021-12-01,Negeri Sembilan,124.9,3.31
2021-12-01,Pahang,122.5,3.55
2021-12-01,Perak,120.7,3.69
2021-12-01,Perlis,118.3,4.14
2021-12-01,Pulau Pinang,126.4,3.1
2021-12-01,Sabah,115.4,2.03
2021-12-01,Sarawak,117.9,2.52
2021-12-01,Selangor,128.7,3.62
2021-12-01,Terengganu,121.0,3.86
2021-12-01,W.P. Kuala Lumpur,125.6,2.28
2021-12-01,W.P. Labuan,118.8,2.15
2021-12-01,W.P. Putrajaya,126.4,4.03
2022-01-01,Johor,128.0,2.24
2022-01-01,Kedah,122.1,2.35
2022-01-01,Kelantan,124.3,2.39
2022-01-01,Melaka,122.5,2.0
2022-01-01,Negeri Sembilan,125.0,1.79
2022-01-01,Pahang,122.6,2.08
2022-01-01,Perak,121.1,2.45
2022-01-01,Perlis,118.5,2.6
2022-01-01,Pulau Pinang,126.7,2.01
2022-01-01,Sabah,116.0,1.93
2022-01-01,Sarawak,118.3,2.07
2022-01-01,Selangor,129.3,2.86
2022-01-01,Terengganu,121.4,2.71
2022-01-01,W.P. Kuala Lumpur,126.2,1.77
2022-01-01,W.P. Labuan,119.1,1.88
2022-01-01,W.P. Putrajaya,128.2,4.4
2022-02-01,Johor,128.1,1.91
2022-02-01,Kedah,122.4,2.17
2022-02-01,Kelantan,124.5,2.13
2022-02-01,Melaka,122.7,2.0
2022-02-01,Negeri Sembilan,125.4,1.79
2022-02-01,Pahang,122.7,1.91
2022-02-01,Perak,121.2,2.19
2022-02-01,Perlis,119.0,2.67
2022-02-01,Pulau Pinang,127.1,2.01
2022-02-01,Sabah,116.3,1.84
2022-02-01,Sarawak,118.9,1.97
2022-02-01,Selangor,129.6,2.86
2022-02-01,Terengganu,121.7,2.44
2022-02-01,W.P. Kuala Lumpur,126.5,1.85
2022-02-01,W.P. Labuan,119.3,1.71
2022-02-01,W.P. Putrajaya,131.7,5.87
2022-03-01,Johor,128.7,1.98
2022-03-01,Kedah,122.6,1.91
2022-03-01,Kelantan,124.8,2.13
2022-03-01,Melaka,122.9,1.91
2022-03-01,Negeri Sembilan,125.6,1.62
2022-03-01,Pahang,123.1,1.82
2022-03-01,Perak,121.5,2.19
2022-03-01,Perlis,119.2,2.58
2022-03-01,Pulau Pinang,127.6,2.16
2022-03-01,Sabah,116.3,1.39
2022-03-01,Sarawak,119.1,1.71
2022-03-01,Selangor,130.1,2.85
2022-03-01,Terengganu,122.1,2.43
2022-03-01,W.P. Kuala Lumpur,126.9,1.76
2022-03-01,W.P. Labuan,119.6,1.44
2022-03-01,W.P. Putrajaya,132.1,6.02
2022-04-01,Johor,129.0,2.06
2022-04-01,Kedah,122.8,1.91
2022-04-01,Kelantan,125.0,2.04
2022-04-01,Melaka,123.0,1.82
2022-04-01,Negeri Sembilan,125.8,1.78
2022-04-01,Pahang,123.3,1.65
2022-04-01,Perak,121.8,2.35
2022-04-01,Perlis,119.4,2.75
2022-04-01,Pulau Pinang,127.8,2.32
2022-04-01,Sabah,116.5,1.39
2022-04-01,Sarawak,119.3,1.88
2022-04-01,Selangor,130.5,3.08
2022-04-01,Terengganu,122.3,2.26
2022-04-01,W.P. Kuala Lumpur,127.1,1.76
2022-04-01,W.P. Labuan,119.9,1.61
2022-04-01,W.P. Putrajaya,132.7,6.59
2022-05-01,Johor,130.0,2.93
2022-05-01,Kedah,123.1,2.16
2022-05-01,Kelantan,125.6,2.36
2022-05-01,Melaka,123.3,2.07
2022-05-01,Negeri Sembilan,126.4,2.27
2022-05-01,Pahang,123.9,2.31
2022-05-01,Perak,122.3,2.77
2022-05-01,Perlis,119.7,2.92
2022-05-01,Pulau Pinang,128.4,2.8
2022-05-01,Sabah,117.3,2.18
2022-05-01,Sarawak,119.9,2.39
2022-05-01,Selangor,131.4,3.71
2022-05-01,Terengganu,122.8,2.5
2022-05-01,W.P. Kuala Lumpur,127.9,2.4
2022-05-01,W.P. Labuan,120.6,2.29
2022-05-01,W.P. Putrajaya,133.9,7.55
2022-06-01,Johor,131.2,3.72
2022-06-01,Kedah,123.6,2.57
2022-06-01,Kelantan,126.2,2.85
2022-06-01,Melaka,123.9,2.48
2022-06-01,Negeri Sembilan,127.2,2.91
2022-06-01,Pahang,124.5,2.64
2022-06-01,Perak,123.0,3.19
2022-06-01,Perlis,120.3,3.35
2022-06-01,Pulau Pinang,129.2,3.44
2022-06-01,Sabah,118.0,2.79
2022-06-01,Sarawak,120.8,3.16
2022-06-01,Selangor,132.2,4.26
2022-06-01,Terengganu,123.5,3.09
2022-06-01,W.P. Kuala Lumpur,128.8,3.12
2022-06-01,W.P. Labuan,121.0,2.46
2022-06-01,W.P. Putrajaya,134.6,8.11
2022-07-01,Johor,131.6,4.69
2022-07-01,Kedah,123.9,3.51
2022-07-01,Kelantan,126.4,3.78
2022-07-01,Melaka,124.6,3.66
2022-07-01,Negeri Sembilan,127.5,3.83
2022-07-01,Pahang,125.1,3.9
2022-07-01,Perak,123.5,4.31
2022-07-01,Perlis,120.4,3.97
2022-07-01,Pulau Pinang,129.6,4.35
2022-07-01,Sabah,118.7,3.94
2022-07-01,Sarawak,121.4,3.58
2022-07-01,Selangor,132.8,5.23
2022-07-01,Terengganu,123.7,3.95
2022-07-01,W.P. Kuala Lumpur,129.0,3.78
2022-07-01,W.P. Labuan,121.2,3.24
2022-07-01,W.P. Putrajaya,135.2,8.77
2022-08-01,Johor,131.8,4.85
2022-08-01,Kedah,123.9,3.42
2022-08-01,Kelantan,126.3,3.69
2022-08-01,Melaka,124.8,3.83
2022-08-01,Negeri Sembilan,127.7,3.91
2022-08-01,Pahang,125.4,4.24
2022-08-01,Perak,123.8,4.56
2022-08-01,Perlis,120.4,3.97
2022-08-01,Pulau Pinang,129.7,4.43
2022-08-01,Sabah,119.1,4.29
2022-08-01,Sarawak,121.8,3.92
2022-08-01,Selangor,133.2,5.55
2022-08-01,Terengganu,123.6,3.95
2022-08-01,W.P. Kuala Lumpur,129.4,4.02
2022-08-01,W.P. Labuan,121.0,3.07
2022-08-01,W.P. Putrajaya,134.9,8.53
2022-09-01,Johor,131.9,4.68
2022-09-01,Kedah,124.0,3.42
2022-09-01,Kelantan,126.5,3.6
2022-09-01,Melaka,125.1,3.73
2022-09-01,Negeri Sembilan,127.9,3.81
2022-09-01,Pahang,125.8,4.14
2022-09-01,Perak,123.9,4.29
2022-09-01,Perlis,120.6,3.7
2022-09-01,Pulau Pinang,129.8,4.34
2022-09-01,Sabah,119.1,4.29
2022-09-01,Sarawak,122.0,4.01
2022-09-01,Selangor,133.4,5.54
2022-09-01,Terengganu,123.8,3.77
2022-09-01,W.P. Kuala Lumpur,129.5,4.02
2022-09-01,W.P. Labuan,121.0,3.07
2022-09-01,W.P. Putrajaya,135.2,8.07
2022-10-01,Johor,131.9,3.94
2022-10-01,Kedah,124.2,2.73
2022-10-01,Kelantan,126.7,2.92
2022-10-01,Melaka,125.5,3.21
2022-10-01,Negeri Sembilan,128.1,3.06
2022-10-01,Pahang,126.2,3.61
2022-10-01,Perak,124.1,3.59
2022-10-01,Perlis,121.4,3.58
2022-10-01,Pulau Pinang,130.0,3.75
2022-10-01,Sabah,119.3,3.74
2022-10-01,Sarawak,122.3,4.26
2022-10-01,Selangor,133.8,4.86
2022-10-01,Terengganu,124.1,3.24
2022-10-01,W.P. Kuala Lumpur,129.8,3.84
2022-10-01,W.P. Labuan,121.1,2.37
2022-10-01,W.P. Putrajaya,135.2,7.64
2022-11-01,Johor,132.6,4.16
2022-11-01,Kedah,124.5,2.72
2022-11-01,Kelantan,127.0,2.92
2022-11-01,Melaka,125.8,3.11
2022-11-01,Negeri Sembilan,128.5,3.13
2022-11-01,Pahang,126.7,3.85
2022-11-01,Perak,124.5,3.58
2022-11-01,Perlis,121.5,3.32
2022-11-01,Pulau Pinang,130.3,3.58
2022-11-01,Sabah,119.6,3.82
2022-11-01,Sarawak,123.0,4.68
2022-11-01,Selangor,134.2,4.76
2022-11-01,Terengganu,124.5,3.32
2022-11-01,W.P. Kuala Lumpur,130.2,3.83
2022-11-01,W.P. Labuan,121.5,2.45
2022-11-01,W.P. Putrajaya,135.8,7.95
2022-12-01,Johor,132.7,3.92
2022-12-01,Kedah,124.6,2.21
2022-12-01,Kelantan,127.2,2.5
2022-12-01,Melaka,126.2,3.27
2022-12-01,Negeri Sembilan,128.7,3.04
2022-12-01,Pahang,126.9,3.59
2022-12-01,Perak,124.7,3.31
2022-12-01,Perlis,121.6,2.79
2022-12-01,Pulau Pinang,130.6,3.32
2022-12-01,Sabah,119.8,3.81
2022-12-01,Sarawak,122.7,4.07
2022-12-01,Selangor,134.5,4.51
2022-12-01,Terengganu,124.5,2.89
2022-12-01,W.P. Kuala Lumpur,130.4,3.82
2022-12-01,W.P. Labuan,121.5,2.27
2022-12-01,W.P. Putrajaya,136.4,7.91
2023-01-01,Johor,132.9,3.83
2023-01-01,Kedah,124.8,2.21
2023-01-01,Kelantan,127.4,2.49
2023-01-01,Melaka,126.5,3.27
2023-01-01,Negeri Sembilan,128.9,3.12
2023-01-01,Pahang,127.2,3.75
2023-01-01,Perak,125.4,3.55
2023-01-01,Perlis,121.9,2.87
2023-01-01,Pulau Pinang,130.9,3.31
2023-01-01,Sabah,119.8,3.28
2023-01-01,Sarawak,123.4,4.31
2023-01-01,Selangor,134.7,4.18
2023-01-01,Terengganu,124.7,2.72
2023-01-01,W.P. Kuala Lumpur,130.4,3.33
2023-01-01,W.P. Labuan,121.6,2.1
2023-01-01,W.P. Putrajaya,135.8,5.93
2023-02-01,Johor,133.4,4.14
2023-02-01,Kedah,125.2,2.29
2023-02-01,Kelantan,127.6,2.49
2023-02-01,Melaka,126.7,3.26
2023-02-01,Negeri Sembilan,129.2,3.03
2023-02-01,Pahang,127.6,3.99
2023-02-01,Perak,125.8,3.8
2023-02-01,Perlis,122.1,2.61
2023-02-01,Pulau Pinang,131.3,3.3
2023-02-01,Sabah,120.1,3.27
2023-02-01,Sarawak,123.6,3.95
2023-02-01,Selangor,135.2,4.32
2023-02-01,Terengganu,125.0,2.71
2023-02-01,W.P. Kuala Lumpur,130.7,3.32
2023-02-01,W.P. Labuan,122.1,2.35
2023-02-01,W.P. Putrajaya,137.9,4.71
2023-03-01,Johor,133.4,3.65
2023-03-01,Kedah,125.2,2.12
2023-03-01,Kelantan,127.8,2.4
2023-03-01,Melaka,126.8,3.17
2023-03-01,Negeri Sembilan,129.2,2.87
2023-03-01,Pahang,127.7,3.74
2023-03-01,Perak,125.9,3.62
2023-03-01,Perlis,122.2,2.52
2023-03-01,Pulau Pinang,131.2,2.82
2023-03-01,Sabah,120.2,3.35
2023-03-01,Sarawak,123.6,3.78
2023-03-01,Selangor,135.3,4.0
2023-03-01,Terengganu,125.1,2.46
2023-03-01,W.P. Kuala Lumpur,130.7,2.99
2023-03-01,W.P. Labuan,122.2,2.17
2023-03-01,W.P. Putrajaya,138.0,4.47
2023-04-01,Johor,133.3,3.33
2023-04-01,Kedah,125.3,2.04
2023-04-01,Kelantan,127.9,2.32
2023-04-01,Melaka,127.0,3.25
2023-04-01,Negeri Sembilan,129.2,2.7
2023-04-01,Pahang,127.6,3.49
2023-04-01,Perak,126.0,3.45
2023-04-01,Perlis,122.3,2.43
2023-04-01,Pulau Pinang,131.2,2.66
2023-04-01,Sabah,120.2,3.18
2023-04-01,Sarawak,123.9,3.86
2023-04-01,Selangor,135.4,3.75
2023-04-01,Terengganu,125.2,2.37
2023-04-01,W.P. Kuala Lumpur,130.6,2.75
2023-04-01,W.P. Labuan,122.3,2.0
2023-04-01,W.P. Putrajaya,138.1,4.07
2023-05-01,Johor,133.5,2.69
2023-05-01,Kedah,125.5,1.95
2023-05-01,Kelantan,127.9,1.83
2023-05-01,Melaka,127.1,3.08
2023-05-01,Negeri Sembilan,129.3,2.29
2023-05-01,Pahang,127.8,3.15
2023-05-01,Perak,126.2,3.19
2023-05-01,Perlis,122.4,2.26
2023-05-01,Pulau Pinang,131.6,2.49
2023-05-01,Sabah,120.8,2.98
2023-05-01,Sarawak,124.1,3.5
2023-05-01,Selangor,135.7,3.27
2023-05-01,Terengganu,125.2,1.95
2023-05-01,W.P. Kuala Lumpur,131.2,2.58
2023-05-01,W.P. Labuan,122.1,1.24
2023-05-01,W.P. Putrajaya,138.1,3.14
2023-06-01,Johor,133.7,1.91
2023-06-01,Kedah,125.6,1.62
2023-06-01,Kelantan,128.0,1.43
2023-06-01,Melaka,127.2,2.66
2023-06-01,Negeri Sembilan,129.5,1.81
2023-06-01,Pahang,128.1,2.89
2023-06-01,Perak,126.3,2.68
2023-06-01,Perlis,122.6,1.91
2023-06-01,Pulau Pinang,131.7,1.93
2023-06-01,Sabah,120.7,2.29
2023-06-01,Sarawak,124.4,2.98
2023-06-01,Selangor,135.8,2.72
2023-06-01,Terengganu,125.4,1.54
2023-06-01,W.P. Kuala Lumpur,131.4,2.02
2023-06-01,W.P. Labuan,122.4,1.16
2023-06-01,W.P. Putrajaya,138.4,2.82
2023-07-01,Johor,133.8,1.67
2023-07-01,Kedah,125.7,1.45
2023-07-01,Kelantan,128.2,1.42
2023-07-01,Melaka,127.3,2.17
2023-07-01,Negeri Sembilan,129.5,1.57
2023-07-01,Pahang,128.3,2.56
2023-07-01,Perak,126.5,2.43
2023-07-01,Perlis,122.8,1.99
2023-07-01,Pulau Pinang,131.8,1.7
2023-07-01,Sabah,120.9,1.85
2023-07-01,Sarawak,124.5,2.55
2023-07-01,Selangor,136.0,2.41
2023-07-01,Terengganu,125.6,1.54
2023-07-01,W.P. Kuala Lumpur,131.4,1.86
2023-07-01,W.P. Labuan,122.5,1.07
2023-07-01,W.P. Putrajaya,138.7,2.59
2023-08-01,Johor,134.1,1.75
2023-08-01,Kedah,125.7,1.45
2023-08-01,Kelantan,128.2,1.5
2023-08-01,Melaka,127.4,2.08
2023-08-01,Negeri Sembilan,129.7,1.57
2023-08-01,Pahang,128.2,2.23
2023-08-01,Perak,126.7,2.34
2023-08-01,Perlis,123.3,2.41
2023-08-01,Pulau Pinang,132.0,1.77
2023-08-01,Sabah,121.2,1.76
2023-08-01,Sarawak,125.0,2.63
2023-08-01,Selangor,136.2,2.25
2023-08-01,Terengganu,125.5,1.54
2023-08-01,W.P. Kuala Lumpur,131.5,1.62
2023-08-01,W.P. Labuan,122.8,1.49
2023-08-01,W.P. Putrajaya,138.6,2.74
2023-09-01,Johor,134.2,1.74
2023-09-01,Kedah,125.8,1.45
2023-09-01,Kelantan,128.2,1.34
2023-09-01,Melaka,127.4,1.84
2023-09-01,Negeri Sembilan,129.6,1.33
2023-09-01,Pahang,128.3,1.99
2023-09-01,Perak,126.8,2.34
2023-09-01,Perlis,123.3,2.24
2023-09-01,Pulau Pinang,132.2,1.85
2023-09-01,Sabah,121.3,1.85
2023-09-01,Sarawak,125.3,2.7
2023-09-01,Selangor,136.2,2.1
2023-09-01,Terengganu,125.6,1.45
2023-09-01,W.P. Kuala Lumpur,131.5,1.54
2023-09-01,W.P. Labuan,122.8,1.49
2023-09-01,W.P. Putrajaya,138.7,2.59
2023-10-01,Johor,134.2,1.74
2023-10-01,Kedah,125.8,1.29
2023-10-01,Kelantan,128.3,1.26
2023-10-01,Melaka,127.5,1.59
2023-10-01,Negeri Sembilan,129.8,1.33
2023-10-01,Pahang,128.3,1.66
2023-10-01,Perak,126.8,2.18
2023-10-01,Perlis,123.4,1.65
2023-10-01,Pulau Pinang,132.4,1.85
2023-10-01,Sabah,121.3,1.68
2023-10-01,Sarawak,125.4,2.53
2023-10-01,Selangor,136.4,1.94
2023-10-01,Terengganu,125.7,1.29
2023-10-01,W.P. Kuala Lumpur,131.6,1.39
2023-10-01,W.P. Labuan,122.9,1.49
2023-10-01,W.P. Putrajaya,138.9,2.74
2023-11-01,Johor,134.3,1.28
2023-11-01,Kedah,126.0,1.2
2023-11-01,Kelantan,128.1,0.87
2023-11-01,Melaka,127.4,1.27
2023-11-01,Negeri Sembilan,129.7,0.93
2023-11-01,Pahang,128.4,1.34
2023-11-01,Perak,126.9,1.93
2023-11-01,Perlis,123.2,1.4
2023-11-01,Pulau Pinang,132.6,1.77
2023-11-01,Sabah,121.3,1.42
2023-11-01,Sarawak,125.5,2.03
2023-11-01,Selangor,136.5,1.71
2023-11-01,Terengganu,125.6,0.88
2023-11-01,W.P. Kuala Lumpur,131.4,0.92
2023-11-01,W.P. Labuan,123.2,1.4
2023-11-01,W.P. Putrajaya,138.9,2.28
2023-12-01,Johor,134.6,1.43
2023-12-01,Kedah,126.2,1.28
2023-12-01,Kelantan,128.4,0.94
2023-12-01,Melaka,127.6,1.11
2023-12-01,Negeri Sembilan,130.0,1.01
2023-12-01,Pahang,128.7,1.42
2023-12-01,Perak,127.1,1.92
2023-12-01,Perlis,123.5,1.56
2023-12-01,Pulau Pinang,132.9,1.76
2023-12-01,Sabah,121.4,1.34
2023-12-01,Sarawak,125.7,2.44
2023-12-01,Selangor,136.8,1.71
2023-12-01,Terengganu,126.0,1.2
2023-12-01,W.P. Kuala Lumpur,131.6,0.92
2023-12-01,W.P. Labuan,123.3,1.48
2023-12-01,W.P. Putrajaya,139.2,2.05
2024-01-01,Johor,134.9,1.5
2024-01-01,Kedah,126.4,1.28
2024-01-01,Kelantan,128.6,0.94
2024-01-01,Melaka,127.8,1.03
2024-01-01,Negeri Sembilan,130.1,0.93
2024-01-01,Pahang,129.4,1.73
2024-01-01,Perak,127.0,1.28
2024-01-01,Perlis,123.9,1.64
2024-01-01,Pulau Pinang,133.2,1.76
2024-01-01,Sabah,121.6,1.5
2024-01-01,Sarawak,125.8,1.94
2024-01-01,Selangor,137.1,1.78
2024-01-01,Terengganu,126.1,1.12
2024-01-01,W.P. Kuala Lumpur,132.0,1.23
2024-01-01,W.P. Labuan,123.3,1.4
2024-01-01,W.P. Putrajaya,139.5,2.72
2024-02-01,Johor,135.4,1.5
2024-02-01,Kedah,126.3,0.88
2024-02-01,Kelantan,129.2,1.25
2024-02-01,Melaka,128.3,1.26
2024-02-01,Negeri Sembilan,130.5,1.01
2024-02-01,Pahang,130.6,2.35
2024-02-01,Perak,127.3,1.19
2024-02-01,Perlis,124.5,1.97
2024-02-01,Pulau Pinang,134.9,2.74
2024-02-01,Sabah,121.9,1.5
2024-02-01,Sarawak,126.0,1.94
2024-02-01,Selangor,138.0,2.07
2024-02-01,Terengganu,126.8,1.44
2024-02-01,W.P. Kuala Lumpur,132.4,1.3
2024-02-01,W.P. Labuan,123.3,0.98
2024-02-01,W.P. Putrajaya,140.1,1.6
2024-03-01,Johor,135.4,1.5
2024-03-01,Kedah,127.0,1.44
2024-03-01,Kelantan,129.2,1.1
2024-03-01,Melaka,128.2,1.1
2024-03-01,Negeri Sembilan,130.4,0.93
2024-03-01,Pahang,130.4,2.11
2024-03-01,Perak,127.2,1.03
2024-03-01,Perlis,124.5,1.88
2024-03-01,Pulau Pinang,135.1,2.97
2024-03-01,Sabah,121.9,1.41
2024-03-01,Sarawak,127.2,2.91
2024-03-01,Selangor,138.1,2.07
2024-03-01,Terengganu,126.9,1.44
2024-03-01,W.P. Kuala Lumpur,132.2,1.15
2024-03-01,W.P. Labuan,123.1,0.74
2024-03-01,W.P. Putrajaya,140.0,1.45
2024-04-01,Johor,135.4,1.58
2024-04-01,Kedah,127.0,1.36
