Month,DivisionCode,Division,CPI Index,YoY %
1999-12-01,02,Alcoholic Beverages & Tobacco,54.7,2.24
1999-12-01,03,Clothing & Footwear,117.2,-2.17
1999-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",87.9,1.03
1999-12-01,05,Furnishings & Household Maintenance,90.1,0.11
1999-12-01,06,Health,81.4,2.13
1999-12-01,07,Transport,73.1,0.97
1999-12-01,09,"Recreation, Sport & Culture",91.6,0.99
1999-12-01,overall,Overall CPI,80.2,2.56
2000-01-01,01,Food & Beverages,74.9,3.03
2000-01-01,02,Alcoholic Beverages & Tobacco,54.9,2.62
2000-01-01,03,Clothing & Footwear,117.4,-1.34
2000-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",87.9,1.03
2000-01-01,05,Furnishings & Household Maintenance,90.3,0.22
2000-01-01,06,Health,81.7,2.38
2000-01-01,07,Transport,73.6,1.66
2000-01-01,09,"Recreation, Sport & Culture",92.0,0.11
2000-01-01,overall,Overall CPI,80.2,1.65
2000-02-01,01,Food & Beverages,74.7,2.47
2000-02-01,02,Alcoholic Beverages & Tobacco,54.9,2.62
2000-02-01,03,Clothing & Footwear,118.0,-0.59
2000-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",88.4,1.26
2000-02-01,05,Furnishings & Household Maintenance,90.3,0.11
2000-02-01,06,Health,81.7,2.12
2000-02-01,07,Transport,73.6,1.24
2000-02-01,09,"Recreation, Sport & Culture",92.1,0.22
2000-02-01,overall,Overall CPI,80.3,1.65
2000-03-01,01,Food & Beverages,74.4,2.9
2000-03-01,02,Alcoholic Beverages & Tobacco,55.0,2.61
2000-03-01,03,Clothing & Footwear,117.1,-2.5
2000-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",88.4,1.26
2000-03-01,05,Furnishings & Household Maintenance,90.3,0.11
2000-03-01,06,Health,81.7,1.87
2000-03-01,07,Transport,73.6,1.1
2000-03-01,09,"Recreation, Sport & Culture",92.3,0.54
2000-03-01,overall,Overall CPI,80.2,1.65
2000-04-01,01,Food & Beverages,74.3,2.2
2000-04-01,02,Alcoholic Beverages & Tobacco,55.0,2.61
2000-04-01,03,Clothing & Footwear,117.4,-1.51
2000-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",88.4,1.26
2000-04-01,05,Furnishings & Household Maintenance,90.3,0.11
2000-04-01,06,Health,81.9,1.99
2000-04-01,07,Transport,73.7,2.08
2000-04-01,09,"Recreation, Sport & Culture",92.4,0.54
2000-04-01,overall,Overall CPI,80.2,1.65
2000-05-01,01,Food & Beverages,74.4,1.78
2000-05-01,02,Alcoholic Beverages & Tobacco,55.1,2.8
2000-05-01,03,Clothing & Footwear,117.1,-1.6
2000-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",88.7,1.49
2000-05-01,05,Furnishings & Household Maintenance,90.3,0.11
2000-05-01,06,Health,82.1,1.99
2000-05-01,07,Transport,73.8,1.1
2000-05-01,09,"Recreation, Sport & Culture",92.2,0.44
2000-05-01,overall,Overall CPI,80.3,1.39
2000-06-01,01,Food & Beverages,74.4,1.92
2000-06-01,02,Alcoholic Beverages & Tobacco,55.1,2.8
2000-06-01,03,Clothing & Footwear,116.9,-1.76
2000-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",88.7,1.49
2000-06-01,05,Furnishings & Household Maintenance,90.3,-0.11
2000-06-01,06,Health,82.2,1.99
2000-06-01,07,Transport,73.8,1.1
2000-06-01,09,"Recreation, Sport & Culture",92.2,0.55
2000-06-01,overall,Overall CPI,80.3,1.52
2000-07-01,01,Food & Beverages,74.4,1.78
2000-07-01,02,Alcoholic Beverages & Tobacco,55.1,2.8
2000-07-01,03,Clothing & Footwear,117.0,-1.35
2000-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",88.8,1.49
2000-07-01,05,Furnishings & Household Maintenance,90.3,0.11
2000-07-01,06,Health,82.4,2.11
2000-07-01,07,Transport,74.0,1.23
2000-07-01,09,"Recreation, Sport & Culture",92.3,0.65
2000-07-01,overall,Overall CPI,80.4,1.52
2000-08-01,01,Food & Beverages,74.1,1.93
2000-08-01,02,Alcoholic Beverages & Tobacco,55.2,2.79
2000-08-01,03,Clothing & Footwear,115.5,-2.7
2000-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.0,1.48
2000-08-01,05,Furnishings & Household Maintenance,90.1,-0.11
2000-08-01,06,Health,82.6,2.23
2000-08-01,07,Transport,74.3,1.78
2000-08-01,09,"Recreation, Sport & Culture",92.2,0.55
2000-08-01,overall,Overall CPI,80.4,1.64
2000-09-01,01,Food & Beverages,74.0,1.79
2000-09-01,02,Alcoholic Beverages & Tobacco,55.2,1.28
2000-09-01,03,Clothing & Footwear,116.7,-1.44
2000-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.0,1.48
2000-09-01,05,Furnishings & Household Maintenance,90.1,-0.11
2000-09-01,06,Health,82.6,1.98
2000-09-01,07,Transport,74.3,1.64
2000-09-01,09,"Recreation, Sport & Culture",92.4,0.76
2000-09-01,overall,Overall CPI,80.4,1.64
2000-10-01,01,Food & Beverages,74.0,1.93
2000-10-01,02,Alcoholic Beverages & Tobacco,55.3,1.28
2000-10-01,03,Clothing & Footwear,115.6,-1.87
2000-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.2,1.71
2000-10-01,05,Furnishings & Household Maintenance,90.1,0.0
2000-10-01,06,Health,82.7,1.97
2000-10-01,07,Transport,76.0,3.97
2000-10-01,09,"Recreation, Sport & Culture",92.4,0.76
2000-10-01,overall,Overall CPI,80.6,1.9
2000-11-01,01,Food & Beverages,74.0,1.23
2000-11-01,02,Alcoholic Beverages & Tobacco,57.4,5.13
2000-11-01,03,Clothing & Footwear,115.5,-1.95
2000-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.4,1.82
2000-11-01,05,Furnishings & Household Maintenance,90.0,-0.22
2000-11-01,06,Health,82.8,1.85
2000-11-01,07,Transport,76.0,3.97
2000-11-01,09,"Recreation, Sport & Culture",92.4,0.76
2000-11-01,overall,Overall CPI,80.8,1.89
2000-12-01,01,Food & Beverages,74.9,0.13
2000-12-01,02,Alcoholic Beverages & Tobacco,57.4,4.94
2000-12-01,03,Clothing & Footwear,114.4,-2.39
2000-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.4,1.71
2000-12-01,05,Furnishings & Household Maintenance,90.0,-0.11
2000-12-01,06,Health,82.9,1.84
2000-12-01,07,Transport,76.0,3.97
2000-12-01,09,"Recreation, Sport & Culture",92.4,0.87
2000-12-01,overall,Overall CPI,81.1,1.12
2001-01-01,01,Food & Beverages,75.3,0.53
2001-01-01,02,Alcoholic Beverages & Tobacco,57.4,4.55
2001-01-01,03,Clothing & Footwear,114.5,-2.47
2001-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.4,1.71
2001-01-01,05,Furnishings & Household Maintenance,90.1,-0.22
2001-01-01,06,Health,83.6,2.33
2001-01-01,07,Transport,76.4,3.8
2001-01-01,09,"Recreation, Sport & Culture",92.6,0.65
2001-01-01,overall,Overall CPI,81.4,1.5
2001-02-01,01,Food & Beverages,75.2,0.67
2001-02-01,02,Alcoholic Beverages & Tobacco,57.6,4.92
2001-02-01,03,Clothing & Footwear,115.4,-2.2
2001-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.7,1.47
2001-02-01,05,Furnishings & Household Maintenance,90.4,0.11
2001-02-01,06,Health,83.7,2.45
2001-02-01,07,Transport,76.6,4.08
2001-02-01,09,"Recreation, Sport & Culture",92.5,0.43
2001-02-01,overall,Overall CPI,81.5,1.49
2001-03-01,01,Food & Beverages,74.9,0.67
2001-03-01,02,Alcoholic Beverages & Tobacco,57.6,4.73
2001-03-01,03,Clothing & Footwear,113.6,-2.99
2001-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.7,1.47
2001-03-01,05,Furnishings & Household Maintenance,90.3,0.0
2001-03-01,06,Health,84.0,2.82
2001-03-01,07,Transport,76.7,4.21
2001-03-01,09,"Recreation, Sport & Culture",92.5,0.22
2001-03-01,overall,Overall CPI,81.4,1.5
2001-04-01,01,Food & Beverages,74.8,0.67
2001-04-01,02,Alcoholic Beverages & Tobacco,57.6,4.73
2001-04-01,03,Clothing & Footwear,114.8,-2.21
2001-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",89.8,1.58
2001-04-01,05,Furnishings & Household Maintenance,90.4,0.11
2001-04-01,06,Health,84.3,2.93
2001-04-01,07,Transport,76.8,4.21
2001-04-01,09,"Recreation, Sport & Culture",92.4,0.0
2001-04-01,overall,Overall CPI,81.5,1.62
2001-05-01,01,Food & Beverages,75.0,0.81
2001-05-01,02,Alcoholic Beverages & Tobacco,57.6,4.54
2001-05-01,03,Clothing & Footwear,114.4,-2.31
2001-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.1,1.58
2001-05-01,05,Furnishings & Household Maintenance,90.4,0.11
2001-05-01,06,Health,84.4,2.8
2001-05-01,07,Transport,76.8,4.07
2001-05-01,09,"Recreation, Sport & Culture",92.4,0.22
2001-05-01,overall,Overall CPI,81.5,1.49
2001-06-01,01,Food & Beverages,74.8,0.54
2001-06-01,02,Alcoholic Beverages & Tobacco,57.7,4.72
2001-06-01,03,Clothing & Footwear,114.0,-2.48
2001-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.1,1.58
2001-06-01,05,Furnishings & Household Maintenance,90.4,0.11
2001-06-01,06,Health,84.6,2.92
2001-06-01,07,Transport,76.8,4.07
2001-06-01,09,"Recreation, Sport & Culture",92.3,0.11
2001-06-01,overall,Overall CPI,81.5,1.49
2001-07-01,01,Food & Beverages,74.7,0.4
2001-07-01,02,Alcoholic Beverages & Tobacco,57.7,4.72
2001-07-01,03,Clothing & Footwear,114.2,-2.39
2001-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.1,1.46
2001-07-01,05,Furnishings & Household Maintenance,90.5,0.22
2001-07-01,06,Health,84.8,2.91
2001-07-01,07,Transport,76.8,3.78
2001-07-01,09,"Recreation, Sport & Culture",92.2,-0.11
2001-07-01,overall,Overall CPI,81.5,1.37
2001-08-01,01,Food & Beverages,74.4,0.4
2001-08-01,02,Alcoholic Beverages & Tobacco,57.7,4.53
2001-08-01,03,Clothing & Footwear,112.6,-2.51
2001-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.2,1.35
2001-08-01,05,Furnishings & Household Maintenance,90.3,0.22
2001-08-01,06,Health,85.1,3.03
2001-08-01,07,Transport,77.0,3.63
2001-08-01,09,"Recreation, Sport & Culture",91.9,-0.33
2001-08-01,overall,Overall CPI,81.4,1.24
2001-09-01,01,Food & Beverages,74.8,1.08
2001-09-01,02,Alcoholic Beverages & Tobacco,57.7,4.53
2001-09-01,03,Clothing & Footwear,112.6,-3.51
2001-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.2,1.35
2001-09-01,05,Furnishings & Household Maintenance,90.4,0.33
2001-09-01,06,Health,85.2,3.15
2001-09-01,07,Transport,77.0,3.63
2001-09-01,09,"Recreation, Sport & Culture",91.9,-0.54
2001-09-01,overall,Overall CPI,81.5,1.37
2001-10-01,01,Food & Beverages,74.4,0.54
2001-10-01,02,Alcoholic Beverages & Tobacco,57.7,4.34
2001-10-01,03,Clothing & Footwear,112.8,-2.42
2001-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.2,1.12
2001-10-01,05,Furnishings & Household Maintenance,90.4,0.33
2001-10-01,06,Health,85.3,3.14
2001-10-01,07,Transport,77.0,1.32
2001-10-01,09,"Recreation, Sport & Culture",91.8,-0.65
2001-10-01,overall,Overall CPI,81.4,0.99
2001-11-01,01,Food & Beverages,74.9,1.22
2001-11-01,02,Alcoholic Beverages & Tobacco,60.5,5.4
2001-11-01,03,Clothing & Footwear,112.4,-2.68
2001-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.3,1.01
2001-11-01,05,Furnishings & Household Maintenance,90.3,0.33
2001-11-01,06,Health,85.4,3.14
2001-11-01,07,Transport,78.7,3.55
2001-11-01,09,"Recreation, Sport & Culture",91.8,-0.65
2001-11-01,overall,Overall CPI,82.0,1.49
2001-12-01,01,Food & Beverages,75.2,0.4
2001-12-01,02,Alcoholic Beverages & Tobacco,60.5,5.4
2001-12-01,03,Clothing & Footwear,111.2,-2.8
2001-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.3,1.01
2001-12-01,05,Furnishings & Household Maintenance,90.1,0.11
2001-12-01,06,Health,85.5,3.14
2001-12-01,07,Transport,78.6,3.42
2001-12-01,09,"Recreation, Sport & Culture",91.8,-0.65
2001-12-01,overall,Overall CPI,82.1,1.23
2002-01-01,01,Food & Beverages,75.6,0.4
2002-01-01,02,Alcoholic Beverages & Tobacco,60.5,5.4
2002-01-01,03,Clothing & Footwear,112.2,-2.01
2002-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.3,1.01
2002-01-01,05,Furnishings & Household Maintenance,90.1,0.0
2002-01-01,06,Health,85.6,2.39
2002-01-01,07,Transport,78.8,3.14
2002-01-01,09,"Recreation, Sport & Culture",92.2,-0.43
2002-01-01,overall,Overall CPI,82.3,1.11
2002-02-01,01,Food & Beverages,75.9,0.93
2002-02-01,02,Alcoholic Beverages & Tobacco,60.5,5.03
2002-02-01,03,Clothing & Footwear,112.4,-2.6
2002-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.5,0.89
2002-02-01,05,Furnishings & Household Maintenance,90.1,-0.33
2002-02-01,06,Health,85.9,2.63
2002-02-01,07,Transport,78.8,2.87
2002-02-01,09,"Recreation, Sport & Culture",92.5,0.0
2002-02-01,overall,Overall CPI,82.5,1.23
2002-03-01,01,Food & Beverages,75.3,0.53
2002-03-01,02,Alcoholic Beverages & Tobacco,60.5,5.03
2002-03-01,03,Clothing & Footwear,111.3,-2.02
2002-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.5,0.89
2002-03-01,05,Furnishings & Household Maintenance,90.0,-0.33
2002-03-01,06,Health,86.1,2.5
2002-03-01,07,Transport,82.6,7.69
2002-03-01,09,"Recreation, Sport & Culture",92.4,-0.11
2002-03-01,overall,Overall CPI,83.1,2.09
2002-04-01,01,Food & Beverages,75.1,0.4
2002-04-01,02,Alcoholic Beverages & Tobacco,60.5,5.03
2002-04-01,03,Clothing & Footwear,111.8,-2.61
2002-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.5,0.78
2002-04-01,05,Furnishings & Household Maintenance,90.0,-0.44
2002-04-01,06,Health,86.3,2.37
2002-04-01,07,Transport,82.6,7.55
2002-04-01,09,"Recreation, Sport & Culture",92.4,0.0
2002-04-01,overall,Overall CPI,83.0,1.84
2002-05-01,01,Food & Beverages,75.0,0.0
2002-05-01,02,Alcoholic Beverages & Tobacco,60.5,5.03
2002-05-01,03,Clothing & Footwear,111.5,-2.53
2002-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.7,0.67
2002-05-01,05,Furnishings & Household Maintenance,90.0,-0.44
2002-05-01,06,Health,86.6,2.61
2002-05-01,07,Transport,82.9,7.94
2002-05-01,09,"Recreation, Sport & Culture",92.4,0.0
2002-05-01,overall,Overall CPI,83.1,1.96
2002-06-01,01,Food & Beverages,75.3,0.67
2002-06-01,02,Alcoholic Beverages & Tobacco,60.5,4.85
2002-06-01,03,Clothing & Footwear,111.3,-2.37
2002-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.7,0.67
2002-06-01,05,Furnishings & Household Maintenance,89.9,-0.55
2002-06-01,06,Health,86.7,2.48
2002-06-01,07,Transport,82.9,7.94
2002-06-01,09,"Recreation, Sport & Culture",92.3,0.0
2002-06-01,overall,Overall CPI,83.2,2.09
2002-07-01,01,Food & Beverages,75.2,0.67
2002-07-01,02,Alcoholic Beverages & Tobacco,60.5,4.85
2002-07-01,03,Clothing & Footwear,111.1,-2.71
2002-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.7,0.67
2002-07-01,05,Furnishings & Household Maintenance,89.9,-0.66
2002-07-01,06,Health,86.9,2.48
2002-07-01,07,Transport,82.9,7.94
2002-07-01,09,"Recreation, Sport & Culture",92.6,0.43
2002-07-01,overall,Overall CPI,83.2,2.09
2002-08-01,01,Food & Beverages,75.2,1.08
2002-08-01,02,Alcoholic Beverages & Tobacco,60.5,4.85
2002-08-01,03,Clothing & Footwear,109.8,-2.49
2002-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.7,0.55
2002-08-01,05,Furnishings & Household Maintenance,89.7,-0.66
2002-08-01,06,Health,87.0,2.23
2002-08-01,07,Transport,82.9,7.66
2002-08-01,09,"Recreation, Sport & Culture",92.5,0.65
2002-08-01,overall,Overall CPI,83.1,2.09
2002-09-01,01,Food & Beverages,75.2,0.53
2002-09-01,02,Alcoholic Beverages & Tobacco,60.5,4.85
2002-09-01,03,Clothing & Footwear,110.5,-1.87
2002-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.7,0.55
2002-09-01,05,Furnishings & Household Maintenance,89.8,-0.66
2002-09-01,06,Health,87.1,2.23
2002-09-01,07,Transport,82.8,7.53
2002-09-01,09,"Recreation, Sport & Culture",92.5,0.65
2002-09-01,overall,Overall CPI,83.2,2.09
2002-10-01,01,Food & Beverages,75.1,0.94
2002-10-01,02,Alcoholic Beverages & Tobacco,60.5,4.85
2002-10-01,03,Clothing & Footwear,110.1,-2.39
2002-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.7,0.55
2002-10-01,05,Furnishings & Household Maintenance,89.7,-0.77
2002-10-01,06,Health,87.2,2.23
2002-10-01,07,Transport,82.8,7.53
2002-10-01,09,"Recreation, Sport & Culture",92.4,0.65
2002-10-01,overall,Overall CPI,83.1,2.09
2002-11-01,01,Food & Beverages,75.6,0.93
2002-11-01,02,Alcoholic Beverages & Tobacco,60.5,0.0
2002-11-01,03,Clothing & Footwear,110.4,-1.78
2002-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.8,0.55
2002-11-01,05,Furnishings & Household Maintenance,89.7,-0.66
2002-11-01,06,Health,87.3,2.22
2002-11-01,07,Transport,83.0,5.46
2002-11-01,09,"Recreation, Sport & Culture",92.2,0.44
2002-11-01,overall,Overall CPI,83.3,1.59
2002-12-01,01,Food & Beverages,76.1,1.2
2002-12-01,02,Alcoholic Beverages & Tobacco,60.5,0.0
2002-12-01,03,Clothing & Footwear,109.4,-1.62
2002-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.8,0.55
2002-12-01,05,Furnishings & Household Maintenance,89.7,-0.44
2002-12-01,06,Health,87.4,2.22
2002-12-01,07,Transport,82.9,5.47
2002-12-01,09,"Recreation, Sport & Culture",92.2,0.44
2002-12-01,overall,Overall CPI,83.4,1.58
2003-01-01,01,Food & Beverages,78.3,3.57
2003-01-01,02,Alcoholic Beverages & Tobacco,58.7,-2.98
2003-01-01,03,Clothing & Footwear,107.9,-3.83
2003-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",92.1,1.99
2003-01-01,05,Furnishings & Household Maintenance,91.7,1.78
2003-01-01,06,Health,89.0,3.97
2003-01-01,07,Transport,86.5,9.77
2003-01-01,09,"Recreation, Sport & Culture",94.2,2.17
2003-01-01,overall,Overall CPI,85.5,3.89
2003-02-01,01,Food & Beverages,78.4,3.29
2003-02-01,02,Alcoholic Beverages & Tobacco,58.7,-2.98
2003-02-01,03,Clothing & Footwear,109.0,-3.02
2003-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.9,1.55
2003-02-01,05,Furnishings & Household Maintenance,91.5,1.55
2003-02-01,06,Health,88.8,3.38
2003-02-01,07,Transport,86.3,9.52
2003-02-01,09,"Recreation, Sport & Culture",94.3,1.95
2003-02-01,overall,Overall CPI,85.6,3.76
2003-03-01,01,Food & Beverages,77.5,2.92
2003-03-01,02,Alcoholic Beverages & Tobacco,58.6,-3.14
2003-03-01,03,Clothing & Footwear,108.9,-2.16
2003-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.9,1.55
2003-03-01,05,Furnishings & Household Maintenance,91.3,1.44
2003-03-01,06,Health,88.8,3.14
2003-03-01,07,Transport,86.7,4.96
2003-03-01,09,"Recreation, Sport & Culture",94.0,1.73
2003-03-01,overall,Overall CPI,85.2,2.53
2003-04-01,01,Food & Beverages,77.3,2.93
2003-04-01,02,Alcoholic Beverages & Tobacco,58.6,-3.14
2003-04-01,03,Clothing & Footwear,108.8,-2.68
2003-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.9,1.55
2003-04-01,05,Furnishings & Household Maintenance,90.7,0.78
2003-04-01,06,Health,88.5,2.55
2003-04-01,07,Transport,86.5,4.72
2003-04-01,09,"Recreation, Sport & Culture",93.9,1.62
2003-04-01,overall,Overall CPI,85.2,2.65
2003-05-01,01,Food & Beverages,76.8,2.4
2003-05-01,02,Alcoholic Beverages & Tobacco,58.6,-3.14
2003-05-01,03,Clothing & Footwear,108.9,-2.33
2003-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.6,0.99
2003-05-01,05,Furnishings & Household Maintenance,90.5,0.56
2003-05-01,06,Health,88.4,2.08
2003-05-01,07,Transport,83.1,0.24
2003-05-01,09,"Recreation, Sport & Culture",94.0,1.73
2003-05-01,overall,Overall CPI,84.4,1.56
2003-06-01,01,Food & Beverages,76.0,0.93
2003-06-01,02,Alcoholic Beverages & Tobacco,58.6,-3.14
2003-06-01,03,Clothing & Footwear,109.6,-1.53
2003-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.6,0.99
2003-06-01,05,Furnishings & Household Maintenance,90.4,0.56
2003-06-01,06,Health,88.1,1.61
2003-06-01,07,Transport,82.8,-0.12
2003-06-01,09,"Recreation, Sport & Culture",94.1,1.95
2003-06-01,overall,Overall CPI,84.1,1.08
2003-07-01,01,Food & Beverages,76.2,1.33
2003-07-01,02,Alcoholic Beverages & Tobacco,58.5,-3.31
2003-07-01,03,Clothing & Footwear,108.8,-2.07
2003-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.6,0.99
2003-07-01,05,Furnishings & Household Maintenance,89.9,0.0
2003-07-01,06,Health,88.0,1.27
2003-07-01,07,Transport,82.1,-0.97
2003-07-01,09,"Recreation, Sport & Culture",94.1,1.62
2003-07-01,overall,Overall CPI,84.0,0.96
2003-08-01,01,Food & Beverages,75.5,0.4
2003-08-01,02,Alcoholic Beverages & Tobacco,58.5,-3.31
2003-08-01,03,Clothing & Footwear,109.7,-0.09
2003-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.1,0.44
2003-08-01,05,Furnishings & Household Maintenance,89.6,-0.11
2003-08-01,06,Health,87.7,0.8
2003-08-01,07,Transport,79.1,-4.58
2003-08-01,09,"Recreation, Sport & Culture",94.3,1.95
2003-08-01,overall,Overall CPI,83.1,0.0
2003-09-01,01,Food & Beverages,75.4,0.27
2003-09-01,02,Alcoholic Beverages & Tobacco,62.5,3.31
2003-09-01,03,Clothing & Footwear,108.3,-1.99
2003-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.1,0.44
2003-09-01,05,Furnishings & Household Maintenance,89.3,-0.56
2003-09-01,06,Health,87.4,0.34
2003-09-01,07,Transport,79.0,-4.59
2003-09-01,09,"Recreation, Sport & Culture",94.1,1.73
2003-09-01,overall,Overall CPI,83.1,-0.12
2003-10-01,01,Food & Beverages,75.2,0.13
2003-10-01,02,Alcoholic Beverages & Tobacco,55.1,-8.93
2003-10-01,03,Clothing & Footwear,108.6,-1.36
2003-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",91.0,0.33
2003-10-01,05,Furnishings & Household Maintenance,88.7,-1.11
2003-10-01,06,Health,87.5,0.34
2003-10-01,07,Transport,78.8,-4.83
2003-10-01,09,"Recreation, Sport & Culture",93.9,1.62
2003-10-01,overall,Overall CPI,82.7,-0.48
2003-11-01,01,Food & Beverages,74.6,-1.32
2003-11-01,02,Alcoholic Beverages & Tobacco,55.1,-8.93
2003-11-01,03,Clothing & Footwear,107.3,-2.81
2003-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.5,-0.33
2003-11-01,05,Furnishings & Household Maintenance,88.2,-1.67
2003-11-01,06,Health,87.2,-0.11
2003-11-01,07,Transport,78.5,-5.42
2003-11-01,09,"Recreation, Sport & Culture",93.9,1.84
2003-11-01,overall,Overall CPI,82.3,-1.2
2003-12-01,01,Food & Beverages,74.4,-2.23
2003-12-01,02,Alcoholic Beverages & Tobacco,55.1,-8.93
2003-12-01,03,Clothing & Footwear,108.8,-0.55
2003-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",90.5,-0.33
2003-12-01,05,Furnishings & Household Maintenance,88.2,-1.67
2003-12-01,06,Health,87.1,-0.34
2003-12-01,07,Transport,77.2,-6.88
2003-12-01,09,"Recreation, Sport & Culture",93.8,1.74
2003-12-01,overall,Overall CPI,81.9,-1.8
2004-01-01,01,Food & Beverages,78.0,-0.38
2004-01-01,02,Alcoholic Beverages & Tobacco,61.7,5.11
2004-01-01,03,Clothing & Footwear,106.5,-1.3
2004-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",92.4,0.33
