Month,DivisionCode,Division,CPI Index,YoY %
2009-04-01,11,Restaurant & Accommodation Services,97.9,3.82
2009-04-01,13,Personal Care & Miscellaneous,96.8,3.53
2009-04-01,overall,Overall CPI,97.8,3.06
2009-05-01,01,Food & Beverages,97.0,5.21
2009-05-01,02,Alcoholic Beverages & Tobacco,95.5,8.15
2009-05-01,03,Clothing & Footwear,101.9,-0.68
2009-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.0,1.64
2009-05-01,05,Furnishings & Household Maintenance,99.3,4.31
2009-05-01,06,Health,98.3,2.5
2009-05-01,07,Transport,98.0,-2.49
2009-05-01,08,Information & Communication,100.3,-0.4
2009-05-01,09,"Recreation, Sport & Culture",97.5,1.04
2009-05-01,10,Education,98.3,2.5
2009-05-01,11,Restaurant & Accommodation Services,98.0,3.7
2009-05-01,13,Personal Care & Miscellaneous,96.7,3.53
2009-05-01,overall,Overall CPI,98.0,2.4
2009-06-01,01,Food & Beverages,97.2,3.29
2009-06-01,02,Alcoholic Beverages & Tobacco,95.6,8.14
2009-06-01,03,Clothing & Footwear,101.6,-1.07
2009-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.0,2.06
2009-06-01,05,Furnishings & Household Maintenance,99.4,3.54
2009-06-01,06,Health,98.5,2.5
2009-06-01,07,Transport,98.0,-17.92
2009-06-01,08,Information & Communication,100.2,-0.5
2009-06-01,09,"Recreation, Sport & Culture",97.6,1.04
2009-06-01,10,Education,98.3,2.29
2009-06-01,11,Restaurant & Accommodation Services,98.2,3.15
2009-06-01,13,Personal Care & Miscellaneous,97.2,3.62
2009-06-01,overall,Overall CPI,98.1,-1.41
2009-07-01,01,Food & Beverages,97.4,1.99
2009-07-01,02,Alcoholic Beverages & Tobacco,95.6,8.02
2009-07-01,03,Clothing & Footwear,101.4,-0.88
2009-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.0,1.33
2009-07-01,05,Furnishings & Household Maintenance,99.3,2.37
2009-07-01,06,Health,98.5,2.18
2009-07-01,07,Transport,98.1,-19.92
2009-07-01,08,Information & Communication,100.2,-0.4
2009-07-01,09,"Recreation, Sport & Culture",97.6,0.72
2009-07-01,10,Education,98.5,2.39
2009-07-01,11,Restaurant & Accommodation Services,98.2,2.51
2009-07-01,13,Personal Care & Miscellaneous,97.2,2.97
2009-07-01,overall,Overall CPI,98.2,-2.39
2009-08-01,01,Food & Beverages,97.6,1.46
2009-08-01,02,Alcoholic Beverages & Tobacco,95.6,8.02
2009-08-01,03,Clothing & Footwear,101.1,-0.79
2009-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.1,1.23
2009-08-01,05,Furnishings & Household Maintenance,99.4,2.05
2009-08-01,06,Health,98.6,2.18
2009-08-01,07,Transport,98.2,-19.24
2009-08-01,08,Information & Communication,100.2,-0.4
2009-08-01,09,"Recreation, Sport & Culture",99.5,2.58
2009-08-01,10,Education,98.6,2.28
2009-08-01,11,Restaurant & Accommodation Services,98.3,2.08
2009-08-01,13,Personal Care & Miscellaneous,97.3,3.29
2009-08-01,overall,Overall CPI,98.3,-2.48
2009-09-01,01,Food & Beverages,97.9,1.03
2009-09-01,02,Alcoholic Beverages & Tobacco,95.6,0.1
2009-09-01,03,Clothing & Footwear,100.7,-0.98
2009-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.1,1.12
2009-09-01,05,Furnishings & Household Maintenance,99.4,1.84
2009-09-01,06,Health,98.8,2.17
2009-09-01,07,Transport,98.9,-16.19
2009-09-01,08,Information & Communication,100.1,-0.5
2009-09-01,09,"Recreation, Sport & Culture",99.6,2.47
2009-09-01,10,Education,98.6,2.18
2009-09-01,11,Restaurant & Accommodation Services,98.3,1.97
2009-09-01,13,Personal Care & Miscellaneous,97.9,4.26
2009-09-01,overall,Overall CPI,98.6,-1.99
2009-10-01,01,Food & Beverages,97.9,0.82
2009-10-01,02,Alcoholic Beverages & Tobacco,98.2,2.83
2009-10-01,03,Clothing & Footwear,100.7,-1.56
2009-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.1,1.12
2009-10-01,05,Furnishings & Household Maintenance,99.5,1.53
2009-10-01,06,Health,98.8,1.86
2009-10-01,07,Transport,98.8,-13.18
2009-10-01,08,Information & Communication,100.1,-0.5
2009-10-01,09,"Recreation, Sport & Culture",99.7,2.36
2009-10-01,10,Education,98.6,2.07
2009-10-01,11,Restaurant & Accommodation Services,98.4,1.65
2009-10-01,13,Personal Care & Miscellaneous,98.0,3.16
2009-10-01,overall,Overall CPI,98.7,-1.5
2009-11-01,01,Food & Beverages,98.3,0.92
2009-11-01,02,Alcoholic Beverages & Tobacco,98.3,2.93
2009-11-01,03,Clothing & Footwear,101.2,-1.08
2009-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.3,1.12
2009-11-01,05,Furnishings & Household Maintenance,99.6,1.32
2009-11-01,06,Health,99.0,1.64
2009-11-01,07,Transport,98.9,-6.87
2009-11-01,08,Information & Communication,100.1,-0.4
2009-11-01,09,"Recreation, Sport & Culture",99.9,2.46
2009-11-01,10,Education,98.6,2.07
2009-11-01,11,Restaurant & Accommodation Services,98.6,1.75
2009-11-01,13,Personal Care & Miscellaneous,98.7,4.78
2009-11-01,overall,Overall CPI,98.9,-0.1
2009-12-01,01,Food & Beverages,98.8,1.13
2009-12-01,02,Alcoholic Beverages & Tobacco,98.3,2.93
2009-12-01,03,Clothing & Footwear,100.2,-1.28
2009-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.3,1.12
2009-12-01,05,Furnishings & Household Maintenance,99.5,1.12
2009-12-01,06,Health,98.9,1.54
2009-12-01,07,Transport,98.9,-0.9
2009-12-01,08,Information & Communication,100.0,-0.4
2009-12-01,09,"Recreation, Sport & Culture",99.9,2.46
2009-12-01,10,Education,98.7,2.07
2009-12-01,11,Restaurant & Accommodation Services,98.8,1.65
2009-12-01,13,Personal Care & Miscellaneous,99.3,5.19
2009-12-01,overall,Overall CPI,99.1,1.02
2010-01-01,01,Food & Beverages,99.0,1.23
2010-01-01,02,Alcoholic Beverages & Tobacco,98.3,2.93
2010-01-01,03,Clothing & Footwear,101.2,-0.39
2010-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.4,1.22
2010-01-01,05,Furnishings & Household Maintenance,100.0,1.11
2010-01-01,06,Health,99.4,1.74
2010-01-01,07,Transport,98.9,0.61
2010-01-01,08,Information & Communication,100.3,-0.1
2010-01-01,09,"Recreation, Sport & Culture",100.2,2.87
2010-01-01,10,Education,99.5,1.74
2010-01-01,11,Restaurant & Accommodation Services,98.7,1.23
2010-01-01,13,Personal Care & Miscellaneous,99.9,4.94
2010-01-01,overall,Overall CPI,99.4,1.43
2010-02-01,01,Food & Beverages,99.0,1.23
2010-02-01,02,Alcoholic Beverages & Tobacco,98.3,2.93
2010-02-01,03,Clothing & Footwear,100.1,-2.05
2010-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.6,1.12
2010-02-01,05,Furnishings & Household Maintenance,99.9,0.81
2010-02-01,06,Health,99.4,1.53
2010-02-01,07,Transport,99.0,0.71
2010-02-01,08,Information & Communication,100.3,-0.1
2010-02-01,09,"Recreation, Sport & Culture",100.2,2.77
2010-02-01,10,Education,99.6,1.53
2010-02-01,11,Restaurant & Accommodation Services,98.9,1.23
2010-02-01,13,Personal Care & Miscellaneous,99.6,2.89
2010-02-01,overall,Overall CPI,99.4,1.22
2010-03-01,01,Food & Beverages,99.0,1.75
2010-03-01,02,Alcoholic Beverages & Tobacco,98.4,3.04
2010-03-01,03,Clothing & Footwear,100.0,-1.48
2010-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.6,1.22
2010-03-01,05,Furnishings & Household Maintenance,100.0,0.91
2010-03-01,06,Health,99.3,1.43
2010-03-01,07,Transport,99.0,0.71
2010-03-01,08,Information & Communication,100.2,-0.1
2010-03-01,09,"Recreation, Sport & Culture",100.2,2.87
2010-03-01,10,Education,99.8,1.63
2010-03-01,11,Restaurant & Accommodation Services,99.3,1.53
2010-03-01,13,Personal Care & Miscellaneous,99.6,2.68
2010-03-01,overall,Overall CPI,99.4,1.43
2010-04-01,01,Food & Beverages,99.1,2.27
2010-04-01,02,Alcoholic Beverages & Tobacco,98.4,3.04
2010-04-01,03,Clothing & Footwear,100.5,-1.57
2010-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.6,1.22
2010-04-01,05,Furnishings & Household Maintenance,100.0,0.7
2010-04-01,06,Health,99.7,1.73
2010-04-01,07,Transport,99.0,0.81
2010-04-01,08,Information & Communication,99.7,-0.6
2010-04-01,09,"Recreation, Sport & Culture",100.1,2.77
2010-04-01,10,Education,99.9,1.63
2010-04-01,11,Restaurant & Accommodation Services,99.5,1.63
2010-04-01,13,Personal Care & Miscellaneous,99.5,2.79
2010-04-01,overall,Overall CPI,99.4,1.64
2010-05-01,01,Food & Beverages,99.5,2.58
2010-05-01,02,Alcoholic Beverages & Tobacco,98.4,3.04
2010-05-01,03,Clothing & Footwear,100.3,-1.57
2010-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.8,0.81
2010-05-01,05,Furnishings & Household Maintenance,99.1,-0.2
2010-05-01,06,Health,99.8,1.53
2010-05-01,07,Transport,99.0,1.02
2010-05-01,08,Information & Communication,99.7,-0.6
2010-05-01,09,"Recreation, Sport & Culture",100.0,2.56
2010-05-01,10,Education,99.9,1.63
2010-05-01,11,Restaurant & Accommodation Services,99.6,1.63
2010-05-01,13,Personal Care & Miscellaneous,99.7,3.1
2010-05-01,overall,Overall CPI,99.6,1.63
2010-06-01,01,Food & Beverages,100.0,2.88
2010-06-01,02,Alcoholic Beverages & Tobacco,98.5,3.03
2010-06-01,03,Clothing & Footwear,99.5,-2.07
2010-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.8,0.81
2010-06-01,05,Furnishings & Household Maintenance,99.9,0.5
2010-06-01,06,Health,100.0,1.52
2010-06-01,07,Transport,99.1,1.12
2010-06-01,08,Information & Communication,99.7,-0.5
2010-06-01,09,"Recreation, Sport & Culture",100.0,2.46
2010-06-01,10,Education,99.9,1.63
2010-06-01,11,Restaurant & Accommodation Services,99.8,1.63
2010-06-01,13,Personal Care & Miscellaneous,99.9,2.78
2010-06-01,overall,Overall CPI,99.7,1.63
2010-07-01,01,Food & Beverages,100.2,2.87
2010-07-01,02,Alcoholic Beverages & Tobacco,98.6,3.14
2010-07-01,03,Clothing & Footwear,100.1,-1.28
2010-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",99.9,0.91
2010-07-01,05,Furnishings & Household Maintenance,100.1,0.81
2010-07-01,06,Health,100.1,1.62
2010-07-01,07,Transport,99.9,1.83
2010-07-01,08,Information & Communication,100.1,-0.1
2010-07-01,09,"Recreation, Sport & Culture",100.1,2.56
2010-07-01,10,Education,100.1,1.62
2010-07-01,11,Restaurant & Accommodation Services,99.9,1.73
2010-07-01,13,Personal Care & Miscellaneous,100.0,2.88
2010-07-01,overall,Overall CPI,100.0,1.83
2010-08-01,01,Food & Beverages,100.5,2.97
2010-08-01,02,Alcoholic Beverages & Tobacco,98.6,3.14
2010-08-01,03,Clothing & Footwear,99.2,-1.88
2010-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",100.3,1.21
2010-08-01,05,Furnishings & Household Maintenance,100.0,0.6
2010-08-01,06,Health,100.2,1.62
2010-08-01,07,Transport,100.8,2.65
2010-08-01,08,Information & Communication,100.0,-0.2
2010-08-01,09,"Recreation, Sport & Culture",99.9,0.4
2010-08-01,10,Education,100.2,1.62
2010-08-01,11,Restaurant & Accommodation Services,100.2,1.93
2010-08-01,13,Personal Care & Miscellaneous,99.8,2.57
2010-08-01,overall,Overall CPI,100.3,2.03
2010-09-01,01,Food & Beverages,100.5,2.66
2010-09-01,02,Alcoholic Beverages & Tobacco,98.7,3.24
2010-09-01,03,Clothing & Footwear,100.4,-0.3
2010-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",100.3,1.21
2010-09-01,05,Furnishings & Household Maintenance,100.1,0.7
2010-09-01,06,Health,100.4,1.62
2010-09-01,07,Transport,100.8,1.92
2010-09-01,08,Information & Communication,100.1,0.0
2010-09-01,09,"Recreation, Sport & Culture",99.9,0.3
2010-09-01,10,Education,100.2,1.62
2010-09-01,11,Restaurant & Accommodation Services,100.5,2.24
2010-09-01,13,Personal Care & Miscellaneous,100.2,2.35
2010-09-01,overall,Overall CPI,100.4,1.83
2010-10-01,01,Food & Beverages,100.6,2.76
2010-10-01,02,Alcoholic Beverages & Tobacco,104.6,6.52
2010-10-01,03,Clothing & Footwear,100.2,-0.5
2010-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",100.3,1.21
2010-10-01,05,Furnishings & Household Maintenance,100.1,0.6
2010-10-01,06,Health,100.5,1.72
2010-10-01,07,Transport,100.8,2.02
2010-10-01,08,Information & Communication,100.0,-0.1
2010-10-01,09,"Recreation, Sport & Culture",99.8,0.1
2010-10-01,10,Education,100.2,1.62
2010-10-01,11,Restaurant & Accommodation Services,100.9,2.54
2010-10-01,13,Personal Care & Miscellaneous,100.5,2.55
2010-10-01,overall,Overall CPI,100.6,1.93
2010-11-01,01,Food & Beverages,101.1,2.85
2010-11-01,02,Alcoholic Beverages & Tobacco,104.6,6.41
2010-11-01,03,Clothing & Footwear,99.8,-1.38
2010-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",100.7,1.41
2010-11-01,05,Furnishings & Household Maintenance,100.1,0.5
2010-11-01,06,Health,100.6,1.62
2010-11-01,07,Transport,101.0,2.12
2010-11-01,08,Information & Communication,100.0,-0.1
2010-11-01,09,"Recreation, Sport & Culture",99.7,-0.2
2010-11-01,10,Education,100.3,1.72
2010-11-01,11,Restaurant & Accommodation Services,101.1,2.54
2010-11-01,13,Personal Care & Miscellaneous,100.7,2.03
2010-11-01,overall,Overall CPI,100.8,1.92
2010-12-01,01,Food & Beverages,101.4,2.63
2010-12-01,02,Alcoholic Beverages & Tobacco,104.6,6.41
2010-12-01,03,Clothing & Footwear,98.8,-1.4
2010-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",100.8,1.51
2010-12-01,05,Furnishings & Household Maintenance,100.0,0.5
2010-12-01,06,Health,100.8,1.92
2010-12-01,07,Transport,102.9,4.04
2010-12-01,08,Information & Communication,100.0,0.0
2010-12-01,09,"Recreation, Sport & Culture",99.7,-0.2
2010-12-01,10,Education,100.4,1.72
2010-12-01,11,Restaurant & Accommodation Services,101.6,2.83
2010-12-01,13,Personal Care & Miscellaneous,100.8,1.51
2010-12-01,overall,Overall CPI,101.2,2.12
2011-01-01,01,Food & Beverages,102.6,3.64
2011-01-01,02,Alcoholic Beverages & Tobacco,104.6,6.41
2011-01-01,03,Clothing & Footwear,99.9,-1.28
2011-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",100.8,1.41
2011-01-01,05,Furnishings & Household Maintenance,101.0,1.0
2011-01-01,06,Health,101.5,2.11
2011-01-01,07,Transport,103.2,4.35
2011-01-01,08,Information & Communication,100.0,-0.3
2011-01-01,09,"Recreation, Sport & Culture",99.7,-0.5
2011-01-01,10,Education,101.0,1.51
2011-01-01,11,Restaurant & Accommodation Services,103.2,4.56
2011-01-01,12,Insurance & Financial Services,100.1,0.2
2011-01-01,13,Personal Care & Miscellaneous,101.1,1.2
2011-01-01,overall,Overall CPI,101.8,2.41
2011-02-01,01,Food & Beverages,103.7,4.75
2011-02-01,02,Alcoholic Beverages & Tobacco,104.6,6.41
2011-02-01,03,Clothing & Footwear,100.1,0.0
2011-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",101.1,1.51
2011-02-01,05,Furnishings & Household Maintenance,101.1,1.2
2011-02-01,06,Health,102.1,2.72
2011-02-01,07,Transport,103.5,4.55
2011-02-01,08,Information & Communication,100.0,-0.3
2011-02-01,09,"Recreation, Sport & Culture",100.5,0.3
2011-02-01,10,Education,101.6,2.01
2011-02-01,11,Restaurant & Accommodation Services,104.2,5.36
2011-02-01,12,Insurance & Financial Services,100.1,0.2
2011-02-01,13,Personal Care & Miscellaneous,101.0,1.41
2011-02-01,overall,Overall CPI,102.3,2.92
2011-03-01,01,Food & Beverages,103.7,4.75
2011-03-01,02,Alcoholic Beverages & Tobacco,104.6,6.3
2011-03-01,03,Clothing & Footwear,99.8,-0.2
2011-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",101.2,1.61
2011-03-01,05,Furnishings & Household Maintenance,101.1,1.1
2011-03-01,06,Health,102.0,2.72
2011-03-01,07,Transport,103.6,4.65
2011-03-01,08,Information & Communication,100.0,-0.2
2011-03-01,09,"Recreation, Sport & Culture",100.4,0.2
2011-03-01,10,Education,101.9,2.1
2011-03-01,11,Restaurant & Accommodation Services,104.7,5.44
2011-03-01,12,Insurance & Financial Services,100.1,0.1
2011-03-01,13,Personal Care & Miscellaneous,101.2,1.61
2011-03-01,overall,Overall CPI,102.4,3.02
2011-04-01,01,Food & Beverages,104.0,4.94
2011-04-01,02,Alcoholic Beverages & Tobacco,104.6,6.3
2011-04-01,03,Clothing & Footwear,99.8,-0.7
2011-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",101.2,1.61
2011-04-01,05,Furnishings & Household Maintenance,101.2,1.2
2011-04-01,06,Health,102.2,2.51
2011-04-01,07,Transport,104.2,5.25
2011-04-01,08,Information & Communication,99.9,0.2
2011-04-01,09,"Recreation, Sport & Culture",101.9,1.8
2011-04-01,10,Education,102.1,2.2
2011-04-01,11,Restaurant & Accommodation Services,105.1,5.63
2011-04-01,12,Insurance & Financial Services,100.1,0.1
2011-04-01,13,Personal Care & Miscellaneous,101.3,1.81
2011-04-01,overall,Overall CPI,102.6,3.22
2011-05-01,01,Food & Beverages,104.0,4.52
2011-05-01,02,Alcoholic Beverages & Tobacco,104.6,6.3
2011-05-01,03,Clothing & Footwear,99.8,-0.5
2011-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",101.6,1.8
2011-05-01,05,Furnishings & Household Maintenance,101.4,2.32
2011-05-01,06,Health,102.4,2.61
2011-05-01,07,Transport,104.9,5.96
2011-05-01,08,Information & Communication,99.8,0.1
2011-05-01,09,"Recreation, Sport & Culture",101.9,1.9
2011-05-01,10,Education,102.1,2.2
2011-05-01,11,Restaurant & Accommodation Services,105.6,6.02
2011-05-01,12,Insurance & Financial Services,100.2,0.2
2011-05-01,13,Personal Care & Miscellaneous,101.7,2.01
2011-05-01,overall,Overall CPI,102.9,3.31
2011-06-01,01,Food & Beverages,104.7,4.7
2011-06-01,02,Alcoholic Beverages & Tobacco,104.7,6.29
2011-06-01,03,Clothing & Footwear,99.8,0.3
2011-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",101.7,1.9
2011-06-01,05,Furnishings & Household Maintenance,101.6,1.7
2011-06-01,06,Health,102.5,2.5
2011-06-01,07,Transport,104.8,5.75
2011-06-01,08,Information & Communication,99.7,0.0
2011-06-01,09,"Recreation, Sport & Culture",101.9,1.9
2011-06-01,10,Education,102.2,2.3
2011-06-01,11,Restaurant & Accommodation Services,105.9,6.11
2011-06-01,12,Insurance & Financial Services,100.2,0.2
2011-06-01,13,Personal Care & Miscellaneous,101.9,2.0
2011-06-01,overall,Overall CPI,103.2,3.51
2011-07-01,01,Food & Beverages,105.1,4.89
2011-07-01,02,Alcoholic Beverages & Tobacco,104.6,6.09
2011-07-01,03,Clothing & Footwear,99.6,-0.5
2011-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",101.8,1.9
2011-07-01,05,Furnishings & Household Maintenance,102.1,2.0
2011-07-01,06,Health,102.8,2.7
2011-07-01,07,Transport,104.7,4.8
2011-07-01,08,Information & Communication,99.7,-0.4
2011-07-01,09,"Recreation, Sport & Culture",102.3,2.2
2011-07-01,10,Education,102.3,2.2
2011-07-01,11,Restaurant & Accommodation Services,106.4,6.51
2011-07-01,12,Insurance & Financial Services,100.3,0.3
2011-07-01,13,Personal Care & Miscellaneous,102.4,2.4
2011-07-01,overall,Overall CPI,103.4,3.4
2011-08-01,01,Food & Beverages,105.1,4.58
2011-08-01,02,Alcoholic Beverages & Tobacco,104.6,6.09
2011-08-01,03,Clothing & Footwear,99.3,0.1
2011-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",102.3,1.99
2011-08-01,05,Furnishings & Household Maintenance,102.1,2.1
2011-08-01,06,Health,103.1,2.89
2011-08-01,07,Transport,104.8,3.97
2011-08-01,08,Information & Communication,99.6,-0.4
2011-08-01,09,"Recreation, Sport & Culture",102.9,3.0
2011-08-01,10,Education,102.4,2.2
2011-08-01,11,Restaurant & Accommodation Services,106.5,6.29
2011-08-01,12,Insurance & Financial Services,100.2,0.2
2011-08-01,13,Personal Care & Miscellaneous,103.2,3.41
2011-08-01,overall,Overall CPI,103.6,3.29
2011-09-01,01,Food & Beverages,105.5,4.98
2011-09-01,02,Alcoholic Beverages & Tobacco,104.6,5.98
2011-09-01,03,Clothing & Footwear,99.8,-0.6
2011-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",102.3,1.99
2011-09-01,05,Furnishings & Household Maintenance,102.3,2.2
2011-09-01,06,Health,103.4,2.99
2011-09-01,07,Transport,104.7,3.87
2011-09-01,08,Information & Communication,99.6,-0.5
2011-09-01,09,"Recreation, Sport & Culture",102.9,3.0
2011-09-01,10,Education,102.4,2.2
2011-09-01,11,Restaurant & Accommodation Services,106.8,6.27
2011-09-01,12,Insurance & Financial Services,100.2,0.2
2011-09-01,13,Personal Care & Miscellaneous,103.9,3.69
2011-09-01,overall,Overall CPI,103.9,3.49
2011-10-01,01,Food & Beverages,106.3,5.67
2011-10-01,02,Alcoholic Beverages & Tobacco,104.6,0.0
2011-10-01,03,Clothing & Footwear,99.7,-0.5
2011-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",102.3,1.99
2011-10-01,05,Furnishings & Household Maintenance,102.3,2.2
2011-10-01,06,Health,103.6,3.08
2011-10-01,07,Transport,104.8,3.97
2011-10-01,08,Information & Communication,99.5,-0.5
2011-10-01,09,"Recreation, Sport & Culture",103.0,3.21
2011-10-01,10,Education,102.5,2.3
2011-10-01,11,Restaurant & Accommodation Services,107.1,6.14
2011-10-01,12,Insurance & Financial Services,100.2,0.2
2011-10-01,13,Personal Care & Miscellaneous,103.5,2.99
2011-10-01,overall,Overall CPI,104.0,3.38
2011-11-01,01,Food & Beverages,106.3,5.14
2011-11-01,02,Alcoholic Beverages & Tobacco,104.6,0.0
2011-11-01,03,Clothing & Footwear,99.9,0.1
2011-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",102.5,1.79
2011-11-01,05,Furnishings & Household Maintenance,102.4,2.3
2011-11-01,06,Health,103.6,2.98
2011-11-01,07,Transport,104.9,3.86
2011-11-01,08,Information & Communication,99.5,-0.5
2011-11-01,09,"Recreation, Sport & Culture",103.1,3.41
2011-11-01,10,Education,103.1,2.79
2011-11-01,11,Restaurant & Accommodation Services,107.4,6.23
2011-11-01,12,Insurance & Financial Services,100.0,0.0
2011-11-01,13,Personal Care & Miscellaneous,103.9,3.18
2011-11-01,overall,Overall CPI,104.1,3.27
2011-12-01,01,Food & Beverages,106.6,5.13
2011-12-01,02,Alcoholic Beverages & Tobacco,104.6,0.0
2011-12-01,03,Clothing & Footwear,99.6,0.81
2011-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",102.5,1.69
2011-12-01,05,Furnishings & Household Maintenance,102.5,2.5
2011-12-01,06,Health,103.6,2.78
2011-12-01,07,Transport,104.9,1.94
2011-12-01,08,Information & Communication,99.4,-0.6
2011-12-01,09,"Recreation, Sport & Culture",103.1,3.41
2011-12-01,10,Education,103.2,2.79
2011-12-01,11,Restaurant & Accommodation Services,107.5,5.81
2011-12-01,12,Insurance & Financial Services,100.0,0.0
2011-12-01,13,Personal Care & Miscellaneous,103.9,3.08
2011-12-01,overall,Overall CPI,104.2,2.96
2012-01-01,01,Food & Beverages,107.5,4.78
2012-01-01,02,Alcoholic Beverages & Tobacco,104.6,0.0
2012-01-01,03,Clothing & Footwear,99.4,-0.5
2012-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",102.6,1.79
2012-01-01,05,Furnishings & Household Maintenance,102.9,1.88
2012-01-01,06,Health,103.9,2.36
2012-01-01,07,Transport,104.9,1.65
2012-01-01,08,Information & Communication,99.4,-0.6
2012-01-01,09,"Recreation, Sport & Culture",103.2,3.51
2012-01-01,10,Education,104.1,3.07
2012-01-01,11,Restaurant & Accommodation Services,107.8,4.46
2012-01-01,12,Insurance & Financial Services,100.3,0.2
2012-01-01,13,Personal Care & Miscellaneous,103.8,2.67
2012-01-01,overall,Overall CPI,104.5,2.65
2012-02-01,01,Food & Beverages,106.7,2.89
2012-02-01,02,Alcoholic Beverages & Tobacco,104.6,0.0
2012-02-01,03,Clothing & Footwear,99.8,-0.3
2012-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.0,1.88
2012-02-01,05,Furnishings & Household Maintenance,103.3,2.18
2012-02-01,06,Health,104.1,1.96
2012-02-01,07,Transport,104.9,1.35
2012-02-01,08,Information & Communication,99.4,-0.6
2012-02-01,09,"Recreation, Sport & Culture",103.4,2.89
2012-02-01,10,Education,104.5,2.85
2012-02-01,11,Restaurant & Accommodation Services,108.1,3.74
2012-02-01,12,Insurance & Financial Services,101.0,0.9
2012-02-01,13,Personal Care & Miscellaneous,104.2,3.17
2012-02-01,overall,Overall CPI,104.5,2.15
2012-03-01,01,Food & Beverages,106.7,2.89
2012-03-01,02,Alcoholic Beverages & Tobacco,104.6,0.0
2012-03-01,03,Clothing & Footwear,99.4,-0.4
2012-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.0,1.78
2012-03-01,05,Furnishings & Household Maintenance,103.5,2.37
2012-03-01,06,Health,104.2,2.16
2012-03-01,07,Transport,104.9,1.25
2012-03-01,08,Information & Communication,99.3,-0.7
2012-03-01,09,"Recreation, Sport & Culture",103.2,2.79
2012-03-01,10,Education,104.6,2.65
2012-03-01,11,Restaurant & Accommodation Services,108.4,3.53
2012-03-01,12,Insurance & Financial Services,101.3,1.2
2012-03-01,13,Personal Care & Miscellaneous,104.1,2.87
2012-03-01,overall,Overall CPI,104.5,2.05
2012-04-01,01,Food & Beverages,106.4,2.31
2012-04-01,02,Alcoholic Beverages & Tobacco,104.6,0.0
2012-04-01,03,Clothing & Footwear,99.5,-0.3
2012-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.0,1.78
2012-04-01,05,Furnishings & Household Maintenance,103.6,2.37
2012-04-01,06,Health,104.4,2.15
2012-04-01,07,Transport,105.2,0.96
2012-04-01,08,Information & Communication,99.2,-0.7
2012-04-01,09,"Recreation, Sport & Culture",103.2,1.28
2012-04-01,10,Education,104.8,2.64
2012-04-01,11,Restaurant & Accommodation Services,108.6,3.33
2012-04-01,12,Insurance & Financial Services,101.3,1.2
2012-04-01,13,Personal Care & Miscellaneous,103.9,2.57
2012-04-01,overall,Overall CPI,104.5,1.85
2012-05-01,01,Food & Beverages,107.1,2.98
2012-05-01,02,Alcoholic Beverages & Tobacco,104.7,0.1
2012-05-01,03,Clothing & Footwear,99.5,-0.3
2012-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",103.2,1.57
2012-05-01,05,Furnishings & Household Maintenance,103.7,2.27
2012-05-01,06,Health,104.5,2.05
2012-05-01,07,Transport,105.3,0.38
2012-05-01,08,Information & Communication,99.2,-0.6
2012-05-01,09,"Recreation, Sport & Culture",103.2,1.28
2012-05-01,10,Education,104.8,2.64
2012-05-01,11,Restaurant & Accommodation Services,108.8,3.03
2012-05-01,12,Insurance & Financial Services,101.2,1.0
